"AcresBurned","year","county","Injuries","Fatalities","Helicopters"
257314,2013,"Tuolumne",NA,NA,NA
30274,2013,"Los Angeles",NA,NA,NA
27531,2013,"Riverside",NA,NA,NA
27440,2013,"Placer",NA,NA,NA
24251,2013,"Ventura",10,NA,11
22992,2013,"Fresno",NA,NA,NA
20292,2013,"Riverside",26,NA,20
14754,2013,"Siskiyou",NA,NA,NA
12503,2013,"Humboldt",NA,NA,NA
11429,2013,"Tehama",5,NA,5
8073,2013,"Shasta",6,NA,NA
7055,2013,"San Diego",12,NA,9
6965,2013,"Tehama",6,NA,6
4346,2013,"Kern",4,NA,1
4346,2013,"Ventura",4,NA,1
3505,2013,"Sonoma",6,NA,NA
3166,2013,"Riverside",2,NA,5
3111,2013,"Contra Costa",NA,NA,NA
2781,2013,"San Diego",5,NA,25
2462,2013,"Butte",5,NA,20
2236,2013,"San Diego",NA,NA,NA
2060,2013,"Tulare",NA,NA,NA
1984,2013,"Santa Barbara",NA,NA,NA
1708,2013,"Mariposa",1,NA,NA
1383,2013,"Riverside",NA,NA,NA
1271,2013,"San Diego",6,NA,27
1070,2013,"Tuolumne",NA,NA,NA
917,2013,"Monterey",NA,NA,NA
794,2013,"Kern",NA,NA,NA
712,2013,"Kern",5,NA,20
712,2013,"Los Angeles",NA,NA,NA
612,2013,"Kern",NA,NA,NA
572,2013,"El Dorado",NA,NA,NA
534,2013,"San Bernardino",NA,NA,29
513,2013,"Plumas",NA,NA,NA
510,2013,"Riverside",NA,NA,NA
502,2013,"Modoc",NA,NA,NA
500,2013,"San Luis Obispo",NA,NA,NA
492,2013,"Contra Costa",NA,NA,NA
482,2013,"Madera",NA,NA,NA
413,2013,"San Bernardino",NA,NA,NA
406,2013,"Inyo",2,NA,NA
376,2013,"Napa",NA,NA,NA
354,2013,"San Benito",NA,NA,NA
311,2013,"Riverside",NA,NA,NA
305,2013,"Butte",NA,NA,1
303,2013,"San Joaquin",NA,NA,NA
298,2013,"Butte",NA,NA,2
296,2013,"Lake",NA,NA,NA
274,2013,"Contra Costa",NA,NA,NA
274,2013,"Madera",NA,NA,NA
268,2013,"Los Angeles",NA,NA,NA
263,2013,"San Diego",2,NA,1
243,2013,"San Bernardino",NA,NA,NA
240,2013,"Alameda",NA,NA,NA
237,2013,"Placer",NA,NA,NA
226,2013,"Glenn",NA,NA,NA
217,2013,"Glenn",NA,NA,5
213,2013,"Monterey",NA,NA,NA
200,2013,"San Bernardino",NA,NA,NA
200,2013,"Tehama",NA,NA,NA
196,2013,"Shasta",NA,NA,24
195,2013,"Tehama",NA,NA,NA
190,2013,"Napa",NA,NA,NA
170,2013,"Santa Barbara",NA,NA,NA
163,2013,"Yolo",NA,NA,NA
163,2013,"El Dorado",NA,NA,NA
163,2013,"Sacramento",NA,NA,NA
159,2013,"Sonoma",NA,NA,NA
158,2013,"Sonoma",NA,NA,NA
150,2013,"Alameda",NA,NA,NA
150,2013,"Riverside",NA,NA,NA
150,2013,"Stanislaus",NA,NA,NA
150,2013,"Fresno",NA,NA,NA
150,2013,"Butte",NA,NA,NA
149,2013,"Los Angeles",NA,NA,NA
134,2013,"Tulare",NA,NA,NA
125,2013,"Sonoma",NA,NA,5
124,2013,"Solano",NA,NA,NA
124,2013,"Merced",NA,NA,NA
124,2013,"Riverside",NA,NA,NA
120,2013,"Lake",NA,NA,NA
116,2013,"El Dorado",NA,NA,NA
110,2013,"San Bernardino",NA,NA,NA
108,2013,"Fresno",NA,NA,NA
105,2013,"Monterey",NA,NA,NA
100,2013,"Los Angeles",NA,NA,NA
100,2013,"Tuolumne",NA,NA,NA
100,2013,"San Diego",NA,NA,NA
98,2013,"Mendocino",NA,NA,NA
97,2013,"Modoc",NA,NA,NA
97,2013,"San Bernardino",NA,NA,NA
97,2013,"Lassen",NA,NA,NA
96,2013,"Amador",NA,NA,NA
94,2013,"San Luis Obispo",NA,NA,NA
92,2013,"Butte",2,NA,NA
91,2013,"Madera",NA,NA,2
90,2013,"Riverside",NA,NA,NA
85,2013,"San Luis Obispo",NA,NA,NA
82,2013,"Mendocino",NA,NA,NA
80,2013,"Butte",1,NA,NA
80,2013,"Fresno",NA,NA,NA
75,2013,"Tehama",NA,NA,NA
75,2013,"San Bernardino",NA,NA,NA
75,2013,"Madera",NA,NA,NA
75,2013,"San Bernardino",1,NA,NA
75,2013,"Napa",NA,NA,NA
73,2013,"San Bernardino",NA,NA,NA
73,2013,"Yuba",NA,NA,NA
72,2013,"Butte",NA,NA,NA
70,2013,"Lake",NA,NA,NA
68,2013,"Modoc",NA,NA,NA
64,2013,"Ventura",NA,NA,NA
60,2013,"Riverside",NA,NA,NA
60,2013,"Riverside",NA,NA,NA
52,2013,"Nevada",NA,NA,NA
51,2013,"San Luis Obispo",NA,NA,2
50,2013,"Lake",NA,NA,NA
50,2013,"Siskiyou",NA,NA,NA
50,2013,"Santa Clara",NA,NA,NA
50,2013,"Alameda",NA,NA,NA
50,2013,"San Luis Obispo",NA,NA,NA
46,2013,"Calaveras",2,NA,18
46,2013,"Fresno",NA,NA,NA
45,2013,"Mendocino",NA,NA,NA
44,2013,"Ventura",NA,NA,NA
43,2013,"Shasta",NA,NA,NA
42,2013,"Riverside",NA,NA,NA
41,2013,"San Mateo",NA,NA,NA
40,2013,"Santa Clara",NA,NA,NA
40,2013,"Orange",NA,NA,NA
40,2013,"San Diego",NA,NA,NA
40,2013,"Riverside",NA,NA,NA
40,2013,"Siskiyou",NA,NA,NA
40,2013,"Riverside",NA,NA,NA
40,2013,"Riverside",NA,NA,NA
40,2013,"Riverside",NA,NA,NA
38,2013,"El Dorado",NA,NA,NA
38,2013,"Lake",NA,NA,NA
38,2013,"Alameda",NA,NA,NA
35,2013,"Fresno",NA,NA,NA
35,2013,"San Luis Obispo",NA,NA,NA
34,2013,"Shasta",NA,NA,NA
33,2013,"Shasta",NA,NA,NA
31,2013,"Calaveras",NA,NA,NA
30,2013,"Lake",NA,NA,NA
30,2013,"Lake",NA,NA,NA
30,2013,"San Bernardino",NA,NA,NA
28,2013,"Sonoma",NA,NA,NA
28,2013,"Solano",NA,NA,NA
28,2013,"Lake",NA,NA,NA
28,2013,"Colusa",NA,NA,NA
27,2013,"Shasta",NA,NA,NA
25,2013,"San Diego",NA,NA,NA
25,2013,"Lake",NA,NA,NA
25,2013,"Riverside",NA,NA,NA
23,2013,"Lake",NA,NA,NA
15,2013,"Mendocino",NA,NA,NA
15,2013,"Riverside",NA,NA,NA
15,2013,"Madera",NA,NA,NA
0,2013,"Humboldt",NA,NA,NA
0,2013,"Riverside",NA,NA,NA
97717,2014,"El Dorado",12,NA,NA
50042,2014,"Siskiyou",NA,NA,NA
39736,2014,"Shasta",NA,NA,NA
35302,2014,"Siskiyou",NA,NA,NA
32496,2014,"Siskiyou",NA,NA,NA
32416,2014,"Shasta",11,NA,NA
14416,2014,"San Diego",NA,NA,NA
13838,2014,"Madera",NA,NA,NA
13153,2014,"Modoc",7,NA,2
12661,2014,"Shasta",21,NA,NA
12536,2014,"Mendocino",15,NA,NA
6488,2014,"Yolo",5,NA,NA
6258,2014,"Shasta",NA,NA,NA
5503,2014,"Siskiyou",NA,NA,NA
5367,2014,"San Diego",NA,NA,NA
4840,2014,"Monterey",NA,NA,NA
4772,2014,"Mariposa",NA,NA,NA
4689,2014,"Mariposa",NA,NA,NA
4300,2014,"Napa",4,NA,NA
4300,2014,"Lake",4,NA,NA
4240,2014,"Amador",2,NA,NA
4240,2014,"El Dorado",2,NA,NA
4045,2014,"Kern",NA,NA,NA
3895,2014,"Kern",NA,NA,NA
2143,2014,"San Bernardino",3,NA,NA
1995,2014,"San Diego",3,NA,NA
1952,2014,"Los Angeles",NA,NA,NA
1680,2014,"Kern",NA,NA,NA
1651,2014,"Modoc",NA,NA,NA
1548,2014,"San Diego",3,NA,NA
1469,2014,"Modoc",NA,NA,2
1457,2014,"San Diego",NA,NA,NA
1375,2014,"Shasta",4,NA,NA
1080,2014,"Mariposa",NA,NA,NA
968,2014,"Orange",NA,NA,NA
865,2014,"Tehama",NA,NA,NA
677,2014,"Mariposa",9,NA,NA
632,2014,"Santa Barbara",NA,NA,1
612,2014,"Madera",3,NA,NA
600,2014,"San Diego",NA,NA,NA
580,2014,"Trinity",2,NA,NA
516,2014,"Siskiyou",1,NA,NA
487,2014,"Tuolumne",NA,NA,NA
459,2014,"Placer",2,NA,NA
403,2014,"Mendocino",3,NA,NA
400,2014,"Monterey",NA,NA,NA
389,2014,"Butte",4,NA,1
380,2014,"San Diego",NA,NA,NA
350,2014,"Riverside",NA,NA,NA
333,2014,"Humboldt",NA,NA,NA
320,2014,"Madera",4,NA,NA
311,2014,"Mariposa",NA,NA,NA
300,2014,"Mariposa",3,NA,NA
300,2014,"Merced",NA,NA,NA
274,2014,"Los Angeles",NA,NA,NA
269,2014,"Tuolumne",NA,NA,NA
247,2014,"Nevada",NA,NA,NA
225,2014,"Tehama",NA,NA,NA
217,2014,"San Diego",4,NA,NA
210,2014,"Humboldt",NA,NA,NA
190,2014,"Los Angeles",NA,NA,NA
175,2014,"Lake",NA,NA,NA
143,2014,"Shasta",NA,NA,NA
130,2014,"Mariposa",1,NA,NA
125,2014,"Santa Clara",NA,NA,NA
125,2014,"San Diego",NA,NA,NA
120,2014,"Calaveras",NA,NA,NA
120,2014,"Placer",NA,NA,NA
113,2014,"Inyo",NA,NA,2
106,2014,"Fresno",NA,NA,NA
105,2014,"San Diego",NA,NA,NA
101,2014,"Modoc",NA,NA,NA
100,2014,"Lake",NA,NA,NA
100,2014,"Riverside",NA,NA,NA
94,2014,"El Dorado",NA,NA,NA
90,2014,"Mariposa",NA,NA,4
85,2014,"Calaveras",1,NA,NA
84,2014,"Nevada",NA,NA,NA
80,2014,"Santa Clara",NA,NA,NA
80,2014,"Contra Costa",NA,NA,NA
79,2014,"Mariposa",NA,NA,NA
78,2014,"Riverside",NA,NA,NA
75,2014,"Shasta",NA,NA,NA
75,2014,"Monterey",NA,NA,NA
72,2014,"Butte",NA,NA,NA
70,2014,"Tuolumne",NA,NA,NA
70,2014,"Kern",NA,NA,NA
70,2014,"Solano",NA,NA,NA
65,2014,"Inyo",NA,NA,NA
62,2014,"Mendocino",NA,NA,NA
60,2014,"Butte",NA,NA,NA
57,2014,"Riverside",NA,NA,NA
56,2014,"San Diego",NA,NA,NA
50,2014,"Shasta",NA,NA,NA
48,2014,"San Bernardino",NA,NA,NA
47,2014,"San Luis Obispo",NA,NA,NA
40,2014,"Fresno",4,NA,NA
38,2014,"Nevada",NA,NA,NA
37,2014,"Humboldt",NA,NA,NA
37,2014,"Stanislaus",NA,NA,NA
31,2014,"Riverside",NA,NA,NA
30,2014,"Siskiyou",NA,NA,NA
30,2014,"El Dorado",NA,NA,NA
29,2014,"San Diego",NA,NA,NA
27,2014,"Napa",NA,NA,NA
25,2014,"Ventura",NA,NA,NA
25,2014,"Shasta",NA,NA,NA
25,2014,"Fresno",NA,NA,NA
20,2014,"El Dorado",NA,NA,NA
20,2014,"San Diego",NA,NA,NA
18,2014,"Humboldt",NA,NA,NA
15,2014,"Trinity",NA,NA,NA
14,2014,"Placer",NA,NA,NA
14,2014,"Riverside",NA,NA,NA
10,2014,"Madera",NA,NA,NA
6,2014,"Napa",NA,NA,NA
0,2014,"Siskiyou",NA,NA,NA
151623,2015,"Fresno",NA,NA,NA
77081,2015,"Trinity",NA,NA,NA
69438,2015,"Lake",NA,NA,NA
36503,2015,"Trinity",NA,NA,NA
31359,2015,"San Bernardino",NA,NA,NA
30361,2015,"Del Norte",NA,NA,NA
29416,2015,"Trinity",NA,NA,NA
25118,2015,"Lake",NA,NA,NA
25118,2015,"Napa",NA,NA,NA
10570,2015,"Lassen",NA,NA,NA
7509,2015,"Del Norte",NA,NA,NA
7000,2015,"Inyo",4,NA,NA
7000,2015,"Mono",4,NA,NA
6980,2015,"Tulare",NA,NA,NA
5702,2015,"Madera",NA,NA,NA
4883,2015,"Humboldt",14,NA,10
4863,2015,"Modoc",NA,NA,NA
4250,2015,"San Bernardino",NA,NA,NA
3676,2015,"Mono",NA,NA,NA
2700,2015,"Alameda",NA,NA,NA
2446,2015,"San Luis Obispo",1,NA,3
2304,2015,"Nevada",6,NA,NA
1850,2015,"San Diego",NA,NA,NA
1791,2015,"San Luis Obispo",4,NA,NA
1542,2015,"Trinity",NA,NA,NA
1450,2015,"Merced",NA,NA,NA
1333,2015,"Merced",NA,NA,NA
1086,2015,"Monterey",0,1,NA
1049,2015,"Riverside",NA,NA,NA
1042,2015,"Butte",1,NA,2
920,2015,"Madera",NA,NA,NA
860,2015,"Butte",NA,NA,NA
673,2015,"Lake",NA,NA,NA
670,2015,"San Benito",3,NA,NA
543,2015,"Riverside",NA,NA,NA
509,2015,"Mono",NA,NA,NA
500,2015,"Madera",NA,NA,NA
430,2015,"Tulare",NA,NA,NA
415,2015,"Mariposa",NA,NA,NA
415,2015,"Los Angeles",NA,NA,NA
400,2015,"Butte",NA,NA,NA
374,2015,"Los Angeles",NA,NA,NA
355,2015,"Amador",NA,NA,NA
300,2015,"Los Angeles",NA,NA,NA
300,2015,"Alameda",NA,NA,NA
282,2015,"Ventura",NA,NA,NA
275,2015,"Merced",NA,NA,NA
242,2015,"Alameda",NA,NA,NA
227,2015,"Mendocino",NA,NA,NA
215,2015,"Santa Clara",NA,NA,NA
215,2015,"Lake",NA,NA,NA
214,2015,"Orange",NA,NA,NA
212,2015,"Shasta",2,NA,2
211,2015,"Santa Barbara",NA,NA,NA
204,2015,"Tuolumne",NA,NA,NA
200,2015,"Los Angeles",NA,NA,NA
200,2015,"Siskiyou",NA,NA,NA
195,2015,"Contra Costa",NA,NA,NA
186,2015,"Ventura",NA,NA,NA
181,2015,"Siskiyou",NA,NA,NA
171,2015,"San Diego",NA,NA,NA
170,2015,"Fresno",NA,NA,NA
170,2015,"Tehama",NA,NA,NA
167,2015,"Kern",NA,NA,NA
167,2015,"San Diego",NA,NA,NA
164,2015,"Ventura",NA,NA,NA
158,2015,"Humboldt",2,NA,NA
158,2015,"Yuba",3,NA,4
150,2015,"Solano",NA,NA,0
150,2015,"Riverside",NA,NA,NA
146,2015,"Humboldt",NA,NA,NA
137,2015,"Plumas",NA,NA,NA
135,2015,"Madera",NA,NA,NA
128,2015,"Trinity",NA,NA,NA
122,2015,"San Joaquin",NA,NA,NA
116,2015,"Modoc",NA,NA,NA
114,2015,"Calaveras",NA,NA,NA
112,2015,"Tuolumne",NA,NA,NA
111,2015,"Lassen",NA,NA,NA
110,2015,"Sacramento",NA,NA,2
110,2015,"Tehama",NA,NA,NA
110,2015,"Placer",NA,NA,NA
109,2015,"Shasta",NA,NA,NA
108,2015,"Tuolumne",1,NA,NA
104,2015,"Butte",NA,NA,NA
100,2015,"San Bernardino",NA,NA,NA
95,2015,"Monterey",NA,NA,NA
95,2015,"San Luis Obispo",NA,NA,2
90,2015,"Shasta",NA,NA,NA
86,2015,"Tulare",4,NA,NA
80,2015,"San Diego",NA,NA,NA
80,2015,"Riverside",NA,NA,NA
77,2015,"Modoc",NA,NA,NA
75,2015,"Shasta",NA,NA,NA
75,2015,"Shasta",2,NA,NA
75,2015,"El Dorado",NA,NA,NA
75,2015,"Butte",NA,NA,NA
72,2015,"Butte",NA,NA,3
69,2015,"Siskiyou",NA,NA,NA
67,2015,"Kern",NA,NA,NA
65,2015,"San Bernardino",NA,NA,NA
60,2015,"Fresno",NA,NA,NA
60,2015,"Lassen",NA,NA,NA
60,2015,"Riverside",NA,NA,NA
60,2015,"Mariposa",NA,NA,NA
60,2015,"Amador",NA,NA,NA
59,2015,"Shasta",NA,NA,NA
58,2015,"Siskiyou",NA,NA,NA
55,2015,"San Bernardino",NA,NA,NA
55,2015,"San Diego",NA,NA,NA
55,2015,"Tehama",NA,NA,NA
54,2015,"San Bernardino",NA,NA,NA
53,2015,"Alameda",NA,NA,NA
52,2015,"Santa Barbara",NA,NA,NA
50,2015,"Ventura",NA,NA,NA
50,2015,"Mendocino",NA,NA,NA
45,2015,"Kern",NA,NA,NA
45,2015,"Alameda",NA,NA,NA
45,2015,"Fresno",NA,NA,NA
43,2015,"Modoc",NA,NA,NA
42,2015,"Santa Clara",NA,NA,NA
40,2015,"Lassen",NA,NA,NA
40,2015,"Stanislaus",NA,NA,NA
40,2015,"Solano",NA,NA,1
38,2015,"Napa",NA,NA,2
36,2015,"Napa",NA,NA,2
35,2015,"Trinity",NA,NA,NA
35,2015,"El Dorado",NA,NA,NA
35,2015,"Mendocino",NA,NA,NA
30,2015,"Nevada",NA,NA,NA
30,2015,"Lassen",NA,NA,NA
30,2015,"Yuba",NA,NA,NA
29,2015,"Ventura",NA,NA,NA
26,2015,"Placer",NA,NA,NA
25,2015,"San Diego",NA,NA,NA
25,2015,"San Benito",NA,NA,NA
25,2015,"San Diego",NA,NA,NA
25,2015,"El Dorado",NA,NA,NA
25,2015,"Mariposa",NA,NA,NA
25,2015,"Lake",NA,NA,NA
25,2015,"Riverside",NA,NA,NA
24,2015,"Siskiyou",NA,NA,NA
23,2015,"Mendocino",NA,NA,NA
22,2015,"Lake",NA,NA,NA
21,2015,"Santa Barbara",NA,NA,NA
21,2015,"Riverside",NA,NA,1
20,2015,"Humboldt",NA,NA,NA
19,2015,"Napa",NA,NA,NA
18,2015,"Shasta",1,NA,NA
16,2015,"Humboldt",NA,NA,NA
0,2015,"Trinity",NA,NA,NA
0,2015,"Alpine",NA,NA,NA
132127,2016,"Monterey",NA,NA,NA
48019,2016,"Kern",NA,NA,NA
46344,2016,"San Luis Obispo",1,NA,NA
36274,2016,"San Bernardino",NA,NA,5
33867,2016,"Siskiyou",NA,NA,NA
32606,2016,"Santa Barbara",NA,NA,NA
29322,2016,"Kern",NA,NA,NA
12518,2016,"Santa Barbara",NA,NA,NA
8110,2016,"San Bernardino",1,NA,10
7609,2016,"San Diego",NA,NA,NA
7474,2016,"Santa Barbara",NA,NA,NA
7050,2016,"Fresno",NA,NA,NA
5731,2016,"Yolo",NA,NA,NA
5646,2016,"El Dorado",3,NA,NA
5646,2016,"Placer",3,NA,NA
5443,2016,"Inyo",NA,NA,NA
5399,2016,"Los Angeles",NA,NA,NA
4824,2016,"Los Angeles",NA,NA,NA
4474,2016,"Santa Clara",NA,NA,NA
4347,2016,"Tulare",NA,NA,NA
3929,2016,"Lake",NA,NA,1
3876,2016,"Monterey",1,NA,NA
3712,2016,"San Luis Obispo",NA,NA,NA
2944,2016,"Fresno",NA,NA,2
2860,2016,"Siskiyou",NA,NA,NA
2819,2016,"Mono",NA,NA,NA
2652,2016,"Modoc",NA,NA,NA
2575,2016,"Lassen",1,NA,NA
2520,2016,"Monterey",NA,NA,NA
2304,2016,"Ventura",NA,NA,NA
2241,2016,"Fresno",NA,NA,NA
2100,2016,"Fresno",NA,NA,NA
1785,2016,"Kern",3,NA,NA
1547,2016,"Sonoma",2,NA,NA
1470,2016,"Riverside",1,NA,NA
1246,2016,"Merced",NA,NA,NA
1245,2016,"San Diego",NA,NA,NA
1109,2016,"Los Angeles",NA,NA,NA
1080,2016,"Tuolumne",NA,NA,NA
850,2016,"Butte",3,NA,NA
710,2016,"Siskiyou",NA,NA,NA
650,2016,"Mono",NA,NA,NA
599,2016,"Humboldt",NA,NA,NA
554,2016,"Kern",NA,NA,NA
550,2016,"Butte",NA,NA,NA
518,2016,"Kern",NA,NA,NA
464,2016,"Tehama",NA,NA,NA
450,2016,"Calaveras",NA,NA,NA
441,2016,"Shasta",1,NA,NA
400,2016,"Yuba",NA,NA,NA
395,2016,"Tulare",NA,NA,NA
380,2016,"Modoc",NA,NA,NA
372,2016,"Amador",NA,NA,NA
360,2016,"Tehama",NA,NA,2
341,2016,"Calaveras",NA,NA,NA
310,2016,"Calaveras",NA,NA,NA
306,2016,"Kern",NA,NA,NA
304,2016,"Kern",NA,NA,NA
300,2016,"Sutter",NA,NA,NA
278,2016,"Fresno",NA,NA,NA
277,2016,"Yolo",NA,NA,NA
248,2016,"Plumas",NA,NA,NA
237,2016,"San Benito",NA,NA,NA
221,2016,"Kern",NA,NA,NA
215,2016,"Santa Barbara",NA,NA,NA
215,2016,"Lake",NA,NA,2
211,2016,"Alameda",NA,NA,NA
210,2016,"Amador",NA,NA,NA
188,2016,"Fresno",NA,NA,NA
176,2016,"El Dorado",NA,NA,NA
173,2016,"Riverside",NA,NA,NA
169,2016,"Placer",NA,NA,NA
158,2016,"Fresno",NA,NA,NA
156,2016,"Los Angeles",NA,NA,NA
151,2016,"Fresno",NA,NA,NA
150,2016,"Del Norte",NA,NA,NA
150,2016,"Orange",NA,NA,NA
150,2016,"San Luis Obispo",NA,NA,NA
147,2016,"San Joaquin",NA,NA,NA
145,2016,"Fresno",NA,NA,NA
140,2016,"Stanislaus",NA,NA,NA
139,2016,"Riverside",1,NA,NA
138,2016,"Kern",NA,NA,NA
132,2016,"Fresno",NA,NA,NA
130,2016,"Butte",NA,NA,NA
123,2016,"Fresno",NA,NA,NA
122,2016,"Mono",NA,NA,NA
120,2016,"Stanislaus",NA,NA,NA
114,2016,"Santa Clara",NA,NA,NA
112,2016,"Butte",NA,NA,NA
103,2016,"Madera",NA,NA,NA
100,2016,"Shasta",NA,NA,NA
100,2016,"Santa Clara",NA,NA,NA
100,2016,"Kern",NA,NA,NA
100,2016,"Stanislaus",NA,NA,NA
100,2016,"Monterey",NA,NA,NA
100,2016,"San Diego",NA,NA,NA
95,2016,"San Benito",NA,NA,NA
91,2016,"Butte",NA,NA,NA
88,2016,"Butte",NA,NA,NA
88,2016,"Tehama",NA,NA,NA
88,2016,"Placer",NA,NA,NA
87,2016,"Sacramento",NA,NA,NA
86,2016,"San Luis Obispo",NA,NA,NA
85,2016,"Madera",NA,NA,NA
85,2016,"Tuolumne",NA,NA,NA
84,2016,"Yolo",NA,NA,NA
83,2016,"Calaveras",1,NA,NA
83,2016,"San Benito",NA,NA,NA
80,2016,"Tehama",NA,NA,NA
80,2016,"Madera",NA,NA,NA
80,2016,"Tehama",NA,NA,NA
78,2016,"Ventura",NA,NA,NA
75,2016,"Shasta",NA,NA,NA
